origin,destination,distance_meters,duration_seconds,duration_in_traffic_seconds,timestamp,hour,day,month,weekday,is_weekend
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1858,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1980,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1680,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1371,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1276,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",11314,1647,1479,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",11314,1647,1361,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,977,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,922,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,923,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,872,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,847,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,866,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,970,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1111,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1208,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1380,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1520,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1804,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1953,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1909,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1910,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2004,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2063,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2007,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2153,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2121,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1784,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1402,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1312,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1146,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,988,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,934,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,881,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,848,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,843,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,856,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,919,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,996,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1042,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1146,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1222,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1383,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1477,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1480,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1517,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1605,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1599,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1608,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1713,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1571,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1397,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1194,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1088,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,948,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,885,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,860,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,831,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,831,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,834,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,861,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,976,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1257,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1486,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1892,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1798,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1789,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1857,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1766,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1756,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1763,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1832,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2186,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2092,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1818,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1395,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1194,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1056,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,968,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,892,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,900,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,862,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,865,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,850,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,859,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,993,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1258,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1509,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1891,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1749,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1826,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1986,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1843,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1851,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1809,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1953,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2143,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2335,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2051,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1528,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1217,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1074,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1004,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,915,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,904,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,877,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,868,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,863,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,872,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,966,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1200,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1390,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1854,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1862,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1811,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1885,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1747,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1893,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1836,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1881,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2199,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2201,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1974,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1529,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1245,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1153,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,999,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,905,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,948,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,881,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,843,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,853,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,885,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,975,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1256,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1447,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1897,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1693,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1865,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1881,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1771,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1867,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1903,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1998,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2153,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2281,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1937,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1555,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1225,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1085,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1002,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,921,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,882,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,889,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,870,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,888,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,882,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1004,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1294,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1541,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1879,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1775,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1930,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2009,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1941,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1972,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1953,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2081,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2335,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2492,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,2119,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1706,,,,,,0
"Qutub Minar, Delhi, India","Lotus Temple, Delhi, India",9411,1337,1337,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1497,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1307,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1170,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1194,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1197,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1180,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1226,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1226,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1110,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1174,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1176,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1141,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1198,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1185,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1081,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1143,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1145,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1116,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1161,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1130,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1068,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1181,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1113,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1075,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1069,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1100,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1056,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1130,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1079,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1047,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1092,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1253,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1066,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1100,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1087,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1063,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1179,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1256,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1157,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1176,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1197,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1167,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1268,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1374,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1411,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1366,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1339,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1298,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1460,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1464,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1996,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1838,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1801,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1841,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1593,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1521,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2037,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1871,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1800,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1864,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1738,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1641,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2030,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2059,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1932,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1990,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1876,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1568,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2061,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2067,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2031,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2031,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2082,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1686,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2177,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2059,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2079,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2068,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2190,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1750,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2108,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1997,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2003,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2007,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2191,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1766,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2098,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2104,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2010,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2063,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2208,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1865,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2083,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1953,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2008,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2003,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2311,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1949,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2069,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2044,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2114,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2174,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2396,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2003,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2245,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2323,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2284,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2366,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2514,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2061,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2531,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2821,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2643,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2804,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2611,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2101,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2447,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2681,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2480,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2635,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2328,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1864,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2011,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2155,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2034,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2130,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2049,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1619,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1629,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1696,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1668,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1700,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1734,,,,,,0
